	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
EPHA8	0.24932	0.21428	0.19651	0.22803	0.24406	0.21601	0.12084	0.20576	0.16538	0.23257	0.18075	0.19927	0.18303	0.22072	0.22507	0.17974	0.17615	0.20008	0.22012	0.16463	0.24314	0.16564	0.20772	0.19066	0.18333	0.25222	0.19785	0.17744	0.17182	0.18445	0.18652	0.14638	0.22372	0.24021	0.16021	0.18692	0.21745	0.21498	0.19487	0.20428	0.20907	0.25	0.22362	0.2604	0.22152	0.22882	0.04103	0.27954	0.15325	0.16377	0.16631	0.20689	0.16172	0.13924	0.16221	0.19954	0.20675	0.1652	0.17147	0.18107	0.07779	0.1932	0.15947	0.18947	0.20136	0.19511	0.21643	0.18127	0.09113	0.23823	0.37709	0.21927	0.18573	0.1723	0.21505	0.19039	0.28488	0.27922	0.24415	0.22589	0.23911	0.18183	0.22542	0.20469	0.34439	0.1579	0.16814	0.24729	0.24197	0.1297	0.26065	0.20117	0.23171	0.23158
EPHB1	0.88515	0.81258	0.88975	0.85405	0.89805	0.84622	0.7122	0.82166	0.8098	0.82208	0.76402	0.84794	0.81382	0.82804	0.82708	0.79492	0.78858	0.78796	0.87437	0.82828	0.90696	0.83711	0.78024	0.79142	0.77939	0.89179	0.79098	0.85327	0.84306	0.88002	0.80952	0.785	0.80059	0.91383	0.80256	0.81823	0.75336	0.81668	0.84676	0.82441	0.87826	0.86195	0.88842	0.93208	0.89349	0.88473	0.89255	0.85816	0.75647	0.83177	0.76059	0.83499	0.75692	0.78934	0.74184	0.61945	0.76653	0.77835	0.81842	0.81713	0.82814	0.72088	0.83451	0.81392	0.79095	0.76245	0.79267	0.74278	0.48569	0.79216	0.83039	0.85378	0.70424	0.78332	0.81445	0.6874	0.80625	0.82338	0.78026	0.62919	0.80764	0.82886	0.84214	0.85684	0.85211	0.88145	0.67392	0.87835	0.84095	0.80839	0.80303	0.82217	0.69823	0.81871
EPHB2	0.04399	0.04322	0.04708	0.03508	0.05738	0.05014	0.04111	0.04009	0.03912	0.04626	0.03712	0.04289	0.05726	0.03788	0.03956	0.0253	0.03169	0.03743	0.06368	0.0629	0.05399	0.04192	0.03306	0.03036	0.03908	0.03984	0.04115	0.04363	0.04711	0.052	0.05077	0.03513	0.03541	0.06879	0.03721	0.04104	0.05285	0.03084	0.03412	0.05865	0.04638	0.06063	0.05279	0.07953	0.05711	0.06332	0.04093	0.02573	0.03359	0.03339	0.04036	0.03202	0.0437	0.05504	0.02515	0.02527	0.03388	0.03289	0.02366	0.0354	0.02768	0.03858	0.03585	0.03332	0.05781	0.0319	0.0256	0.05561	0.03193	0.04702	0.03768	0.04454	0.05554	0.06586	0.04379	0.02494	0.03799	0.04575	0.03504	0.05279	0.02825	0.0302	0.05616	0.04046	0.06749	0.03404	0.03779	0.06099	0.03847	0.03587	0.0454	0.03811	0.04158	0.03776
EPHB3	0.1629	0.1025	0.15193	0.1432	0.16027	0.12955	0.09087	0.16132	0.09156	0.15048	0.09624	0.16912	0.15472	0.10184	0.09239	0.1214	0.11436	0.13418	0.20787	0.16717	0.18272	0.16117	0.14525	0.12327	0.14291	0.22015	0.15089	0.08224	0.10705	0.18574	0.11679	0.10024	0.13299	0.18818	0.13557	0.12333	0.12806	0.1435	0.10412	0.17106	0.14775	0.19822	0.16907	0.08455	0.14273	0.18139	0.03353	0.10509	0.10589	0.11747	0.10735	0.13275	0.07549	0.10743	0.04625	0.05749	0.117	0.08452	0.15746	0.12692	0.06401	0.10806	0.11337	0.06674	0.10579	0.11201	0.09073	0.07871	0.06201	0.11143	0.10588	0.13955	0.08646	0.15504	0.11006	0.0884	0.104	0.14947	0.13651	0.07792	0.0661	0.12325	0.10952	0.13159	0.08122	0.14283	0.10607	0.12085	0.13437	0.09888	0.0857	0.18039	0.05122	0.07048
EPHB4	0.49311	0.4105	0.50817	0.51168	0.52672	0.43121	0.29256	0.53285	0.45629	0.42129	0.41074	0.42904	0.42561	0.40083	0.46339	0.42846	0.41687	0.42354	0.55952	0.56781	0.57085	0.46641	0.43021	0.42457	0.43349	0.38268	0.37062	0.45561	0.40089	0.55228	0.46669	0.37487	0.4286	0.52964	0.37736	0.47504	0.36441	0.45756	0.4432	0.44787	0.49514	0.49415	0.51902	0.64775	0.52497	0.51348	0.59968	0.55577	0.33968	0.47155	0.34499	0.45952	0.51163	0.30197	0.45509	0.50345	0.46491	0.2999	0.62918	0.48205	0.29511	0.43226	0.45116	0.4238	0.41748	0.42024	0.46019	0.43148	0.21323	0.46136	0.24198	0.52826	0.35608	0.54907	0.49371	0.26481	0.42645	0.36352	0.41493	0.26751	0.43192	0.50517	0.52021	0.56354	0.37188	0.38818	0.32964	0.39994	0.59451	0.2707	0.46892	0.49993	0.38268	0.30556
EPHB6	0.12247	0.15141	0.22083	0.18107	0.14564	0.10962	0.11962	0.11502	0.12394	0.11658	0.07546	0.0888	0.08186	0.14877	0.16513	0.12301	0.07331	0.0937	0.14238	0.16001	0.22142	0.09355	0.09647	0.06893	0.1153	0.10983	0.08405	0.08255	0.07535	0.18214	0.15883	0.12228	0.11456	0.1197	0.13574	0.1324	0.08907	0.13657	0.07986	0.10761	0.19439	0.1057	0.20413	0.09486	0.11123	0.1809	0.02779	0.09337	0.21589	0.13694	0.13032	0.08441	0.08969	0.11688	0.07939	0.12017	0.08239	0.08309	0.09342	0.08042	0.10986	0.1417	0.197	0.13513	0.08274	0.13126	0.15427	0.13348	0.02462	0.18996	0.34541	0.14931	0.12527	0.10479	0.08654	0.07104	0.27666	0.32658	0.13681	0.16346	0.17519	0.20743	0.17274	0.10054	0.09624	0.06827	0.09429	0.59935	0.15003	0.14492	0.07613	0.10546	0.16133	0.1699
EPHX1	0.76095	0.60946	0.71427	0.76808	0.78877	0.6476	0.5036	0.75889	0.70648	0.68149	0.70089	0.62829	0.49077	0.63303	0.70138	0.53232	0.57228	0.6525	0.5869	0.51529	0.6517	0.51439	0.63915	0.70818	0.63883	0.63243	0.56055	0.6283	0.61706	0.71126	0.61625	0.68735	0.79237	0.6644	0.65008	0.53734	0.65568	0.54008	0.68092	0.71775	0.6589	0.74716	0.66058	0.7416	0.65086	0.71484	0.39427	0.69556	0.46503	0.64399	0.89132	0.78792	0.69699	0.44877	0.7684	0.79312	0.72395	0.87	0.61188	0.6069	0.18971	0.63632	0.3037	0.74662	0.76724	0.46635	0.60096	0.69227	0.57692	0.6737	0.85035	0.52297	0.74085	0.76111	0.69096	0.76276	0.73536	0.45465	0.68621	0.62867	0.81154	0.65109	0.5851	0.83393	0.7095	0.23747	0.60845	0.72628	0.48071	0.41486	0.55004	0.84603	0.78497	0.43522
EPM2A	0.1419	0.13183	0.1624	0.13216	0.12776	0.12135	0.12455	0.10601	0.12998	0.14343	0.07662	0.16884	0.13324	0.12422	0.10421	0.12402	0.13085	0.14031	0.18438	0.23159	0.17091	0.1332	0.13945	0.1196	0.06273	0.0924	0.12952	0.12497	0.13404	0.13614	0.14998	0.14672	0.10262	0.1308	0.10826	0.10467	0.09269	0.09955	0.11936	0.15467	0.15662	0.19908	0.18231	0.20196	0.15468	0.08164	0.09068	0.10095	0.10159	0.09908	0.13567	0.08535	0.10309	0.06088	0.10478	0.04387	0.06092	0.0825	0.09665	0.0636	0.16581	0.10032	0.1578	0.10624	0.18272	0.08362	0.06806	0.08369	0.05476	0.09923	0.13959	0.09245	0.1254	0.14379	0.15511	0.09359	0.09068	0.05863	0.09866	0.06314	0.05176	0.09648	0.10575	0.07964	0.14137	0.11376	0.11223	0.10623	0.11651	0.15445	0.07753	0.08215	0.12084	0.06102
EPO	0.07957	0.07386	0.07385	0.10017	0.08057	0.05439	0.04914	0.12594	0.03121	0.09315	0.08805	0.10325	0.0689	0.08835	0.04857	0.06079	0.07463	0.08067	0.08744	0.07887	0.08355	0.05851	0.07666	0.05623	0.05844	0.05978	0.09209	0.12962	0.04806	0.0528	0.04181	0.07488	0.05367	0.07166	0.07788	0.08395	0.08476	0.07045	0.13542	0.11145	0.0976	0.09686	0.10235	0.15008	0.06832	0.06228	0.02601	0.02539	0.14782	0.04753	0.20841	0.12648	0.11935	0.14603	0.17179	0.13108	0.06374	0.0877	0.09175	0.47072	0.02247	0.63621	0.05972	0.11313	0.34099	0.0939	0.09593	0.08691	0.027	0.15559	0.6262	0.10635	0.07588	0.0914	0.13594	0.06224	0.11554	0.15591	0.09847	0.52328	0.17977	0.31271	0.18126	0.0982	0.35946	0.13338	0.0453	0.73712	0.19631	0.02569	0.48141	0.07068	0.10448	0.04152
EPS8	0.38079	0.28126	0.33288	0.33327	0.36409	0.32065	0.20568	0.3206	0.277	0.31667	0.27002	0.28213	0.30152	0.2825	0.25492	0.27696	0.27204	0.31376	0.35989	0.30872	0.32373	0.31062	0.29998	0.2792	0.29936	0.28855	0.25643	0.29752	0.27995	0.3733	0.28134	0.23806	0.28121	0.3456	0.3131	0.27935	0.25864	0.25147	0.2716	0.27784	0.28806	0.35991	0.3503	0.26908	0.3551	0.30181	0.38205	0.24906	0.22645	0.26845	0.23237	0.30209	0.32038	0.26971	0.19099	0.28943	0.23809	0.33764	0.31526	0.27244	0.3402	0.24056	0.28668	0.27467	0.27297	0.28263	0.33986	0.26644	0.08384	0.28674	0.31695	0.30516	0.28777	0.27961	0.28357	0.22121	0.34603	0.3025	0.22403	0.21044	0.30032	0.22819	0.27291	0.30187	0.30698	0.34866	0.21677	0.31105	0.36389	0.22401	0.23018	0.24899	0.26839	0.28378
ESR1	0.16394	0.12353	0.13664	0.15794	0.16457	0.11037	0.08193	0.17307	0.1158	0.15029	0.10207	0.11261	0.11428	0.14033	0.09921	0.0863	0.08655	0.09875	0.14634	0.16432	0.17839	0.12252	0.12387	0.1197	0.12465	0.12557	0.10988	0.14444	0.13012	0.15111	0.1101	0.09123	0.15324	0.1523	0.10805	0.11499	0.11609	0.09353	0.12943	0.11895	0.14549	0.14779	0.11646	0.15759	0.14045	0.14803	0.02879	0.17409	0.10676	0.12813	0.12138	0.10659	0.12708	0.08303	0.12515	0.71832	0.10785	0.12032	0.12129	0.11842	0.1699	0.13872	0.10293	0.10993	0.14951	0.12522	0.15844	0.14612	0.05343	0.17785	0.11127	0.15648	0.12422	0.1792	0.24882	0.13101	0.12977	0.10973	0.09321	0.53003	0.19198	0.10717	0.18269	0.16238	0.12699	0.09834	0.09358	0.16311	0.12179	0.12056	0.15425	0.22037	0.24907	0.22861
ERBB2	0.0211	0.02249	0.01771	0.01834	0.02173	0.01925	0.02136	0.02478	0.01965	0.02697	0.025	0.01984	0.02171	0.02943	0.02089	0.02025	0.01825	0.02118	0.02891	0.03026	0.02168	0.02043	0.01792	0.01799	0.01783	0.01823	0.02008	0.02175	0.02284	0.02673	0.02058	0.02061	0.02233	0.01609	0.01969	0.02021	0.01881	0.02167	0.02321	0.02927	0.02028	0.02171	0.02092	0.028	0.01638	0.01647	0.02364	0.07059	0.05118	0.06506	0.04564	0.05269	0.07084	0.03885	0.05961	0.02853	0.02452	0.05697	0.02884	0.05405	0.03817	0.05096	0.04797	0.08686	0.05752	0.05083	0.02581	0.08088	0.07619	0.09147	0.08618	0.07644	0.10099	0.02543	0.07703	0.059	0.06899	0.11031	0.02525	0.0289	0.08165	0.0354	0.03327	0.03446	0.03466	0.04649	0.08119	0.04367	0.03118	0.06428	0.06588	0.12171	0.07251	0.03458
ERBB3	0.12721	0.0964	0.10759	0.11383	0.15439	0.09289	0.06016	0.1013	0.07304	0.12631	0.08865	0.11082	0.07727	0.10141	0.10383	0.08042	0.0865	0.11242	0.12996	0.11437	0.11287	0.10121	0.14191	0.0924	0.11285	0.08223	0.0783	0.08649	0.09523	0.10168	0.09327	0.09356	0.11851	0.13092	0.0832	0.08208	0.08569	0.07686	0.13229	0.10583	0.10374	0.12503	0.11609	0.11728	0.10047	0.10533	0.06093	0.10412	0.12229	0.08641	0.10252	0.11244	0.09373	0.10536	0.08345	0.14276	0.09462	0.08754	0.09661	0.12458	0.12418	0.15191	0.08344	0.11005	0.13938	0.08402	0.12129	0.06682	0.04477	0.15381	0.07657	0.17755	0.09538	0.10098	0.1182	0.06724	0.11345	0.07831	0.08513	0.13547	0.10482	0.09078	0.1488	0.12391	0.10513	0.11548	0.109	0.11416	0.21663	0.06716	0.13554	0.18346	0.12974	0.16501
ERBB4	0.05418	0.03485	0.02466	0.02818	0.03884	0.02846	0.03207	0.03349	0.02893	0.04847	0.02765	0.02997	0.02459	0.0319	0.02423	0.02589	0.02449	0.04229	0.04763	0.03916	0.03689	0.03854	0.02914	0.03522	0.03033	0.02946	0.0274	0.02781	0.03535	0.03729	0.03229	0.03407	0.04848	0.02804	0.03354	0.02738	0.03934	0.02743	0.04376	0.046	0.02824	0.02711	0.03169	0.01657	0.02025	0.02522	0.02626	0.04513	0.0694	0.04223	0.03445	0.03644	0.04264	0.02788	0.03068	0.02168	0.0449	0.02645	0.02355	0.06263	0.02253	0.07303	0.0339	0.04542	0.0318	0.0475	0.03094	0.03204	0.01875	0.08572	0.02745	0.04916	0.03788	0.02702	0.05649	0.02855	0.03264	0.03158	0.04078	0.51572	0.0522	0.06	0.06021	0.03711	0.03699	0.03576	0.03732	0.03569	0.06693	0.04981	0.06644	0.03772	0.04441	0.02118
ERCC1	0.04371	0.02687	0.039	0.02848	0.03367	0.02927	0.02931	0.03579	0.02423	0.04143	0.02541	0.04047	0.0294	0.03694	0.03156	0.02602	0.0229	0.02812	0.04231	0.04497	0.02838	0.02635	0.0316	0.02769	0.02711	0.02883	0.02801	0.03502	0.03555	0.04382	0.02958	0.028	0.03517	0.02915	0.02714	0.02782	0.02336	0.02614	0.02963	0.0402	0.02793	0.03792	0.02931	0.02209	0.03472	0.03045	0.03278	0.02685	0.0344	0.02575	0.03495	0.03112	0.0238	0.02935	0.02861	0.03424	0.03022	0.03243	0.05901	0.02787	0.03246	0.03705	0.03514	0.0405	0.02996	0.02558	0.02711	0.02637	0.02987	0.03361	0.03694	0.04478	0.02876	0.02865	0.03164	0.02159	0.03524	0.03258	0.02644	0.04413	0.02779	0.03388	0.04259	0.03261	0.05065	0.04178	0.03894	0.04953	0.04324	0.03287	0.04254	0.03513	0.04482	0.03511
ERCC3	0.92839	0.92821	0.94292	0.92873	0.9373	0.9177	0.86467	0.92241	0.9261	0.92025	0.87191	0.93635	0.90843	0.90585	0.94393	0.93529	0.93408	0.93781	0.9097	0.93397	0.93883	0.93586	0.93605	0.90679	0.92134	0.94403	0.92224	0.91169	0.93081	0.89484	0.94112	0.93737	0.90804	0.93191	0.95087	0.93807	0.93084	0.92787	0.94046	0.89689	0.9336	0.93031	0.94626	0.9377	0.9443	0.917	0.85673	0.94646	0.93876	0.91914	0.91749	0.95035	0.92116	0.95252	0.93863	0.91319	0.93299	0.85629	0.94669	0.94909	0.95218	0.932	0.95458	0.94082	0.93868	0.95109	0.95354	0.90104	0.94882	0.95139	0.94096	0.9414	0.94691	0.95139	0.94269	0.9146	0.93767	0.95151	0.94831	0.9568	0.91626	0.91052	0.91361	0.68656	0.9183	0.93661	0.87455	0.9066	0.9351	0.93958	0.91365	0.94947	0.936	0.93501
ERCC6	0.6806	0.60429	0.68553	0.70678	0.71258	0.65733	0.48018	0.62992	0.63738	0.61341	0.57275	0.63734	0.60049	0.60471	0.65444	0.5988	0.56076	0.59298	0.65886	0.65469	0.70917	0.64014	0.61201	0.61569	0.6181	0.65622	0.59692	0.65332	0.59969	0.67459	0.60599	0.63613	0.63077	0.70246	0.63291	0.65779	0.57849	0.58545	0.61963	0.67294	0.70201	0.71346	0.68865	0.70084	0.7103	0.64984	0.76399	0.67959	0.5986	0.593	0.61858	0.61128	0.69374	0.57599	0.61767	0.5741	0.59545	0.66862	0.66627	0.61962	0.66656	0.53206	0.54963	0.59247	0.68139	0.57031	0.58601	0.57914	0.4558	0.6316	0.58848	0.63403	0.62525	0.6242	0.62701	0.48792	0.59761	0.72013	0.60585	0.64467	0.62286	0.58743	0.61106	0.63711	0.63238	0.71151	0.58281	0.60379	0.65657	0.64241	0.54372	0.60781	0.72189	0.45782
ERG	0.32203	0.46784	0.52468	0.42831	0.26223	0.22801	0.25459	0.2206	0.47584	0.31157	0.17979	0.47821	0.22581	0.35777	0.31534	0.35697	0.46511	0.53165	0.39493	0.31253	0.53189	0.33944	0.45105	0.27079	0.52701	0.38427	0.22875	0.28773	0.38594	0.37908	0.47905	0.50481	0.28279	0.52204	0.39577	0.47142	0.29948	0.42117	0.39858	0.44391	0.39695	0.28998	0.53247	0.44456	0.45735	0.28254	0.64528	0.3276	0.35239	0.27869	0.15905	0.19958	0.11046	0.09527	0.19146	0.80045	0.28921	0.0933	0.14491	0.26027	0.25335	0.26847	0.15281	0.22522	0.86559	0.34842	0.35126	0.1057	0.04113	0.49087	0.48657	0.45963	0.18113	0.11137	0.27059	0.14089	0.45135	0.25719	0.24373	0.90462	0.7353	0.21341	0.34949	0.07891	0.71697	0.41634	0.19292	0.68966	0.39628	0.13986	0.40516	0.08045	0.16042	0.55628
ERN1	0.366	0.3024	0.38112	0.36708	0.38732	0.30903	0.29362	0.29309	0.28639	0.26856	0.24316	0.33831	0.40929	0.29426	0.25756	0.2506	0.23071	0.3396	0.3225	0.33289	0.37818	0.30039	0.41866	0.34162	0.23879	0.37009	0.38708	0.27088	0.32126	0.34739	0.29726	0.37869	0.35241	0.34266	0.37128	0.40092	0.20219	0.41909	0.36093	0.33003	0.32073	0.36714	0.41453	0.22154	0.34703	0.33059	0.21889	0.38497	0.26962	0.26798	0.13628	0.42579	0.11749	0.79365	0.30968	0.06291	0.22999	0.14906	0.81935	0.25329	0.60485	0.28504	0.6007	0.36218	0.62893	0.25737	0.37618	0.28933	0.07861	0.33176	0.3478	0.21517	0.32723	0.23622	0.39212	0.26835	0.29536	0.80044	0.53855	0.78873	0.24542	0.34371	0.36764	0.22423	0.24015	0.69214	0.22148	0.29603	0.40339	0.56176	0.43303	0.11838	0.59195	0.85211
ESR2	0.08923	0.06639	0.06586	0.08928	0.1099	0.08425	0.05869	0.0574	0.05903	0.09498	0.06019	0.09546	0.09028	0.07606	0.0723	0.06929	0.07124	0.09727	0.09203	0.06163	0.10235	0.07909	0.06259	0.06419	0.0485	0.06006	0.07138	0.07351	0.06062	0.07896	0.06526	0.05372	0.05808	0.09191	0.05723	0.05817	0.06611	0.05389	0.04479	0.08176	0.07975	0.07524	0.09545	0.04802	0.08546	0.08624	0.02489	0.05399	0.03906	0.06312	0.04371	0.06757	0.06052	0.03922	0.06193	0.01948	0.06339	0.07973	0.07437	0.03941	0.09646	0.0772	0.07125	0.05484	0.44788	0.06483	0.0476	0.06676	0.03449	0.04491	0.06281	0.05053	0.07577	0.08476	0.06939	0.63106	0.07206	0.0459	0.03958	0.89635	0.09834	0.06286	0.07208	0.09412	0.10128	0.0573	0.05105	0.06277	0.09006	0.05382	0.06758	0.08447	0.08168	0.04628
ETS1	0.34318	0.27909	0.31018	0.33476	0.32171	0.27413	0.41942	0.23758	0.24118	0.30373	0.31848	0.28155	0.28817	0.27679	0.24329	0.20544	0.23423	0.25924	0.28384	0.25323	0.31935	0.21416	0.21407	0.26244	0.265	0.30445	0.27157	0.25745	0.2371	0.28179	0.23759	0.21834	0.3111	0.26912	0.24729	0.24384	0.30053	0.21425	0.28312	0.24545	0.30748	0.32743	0.32225	0.32293	0.28609	0.26421	0.44979	0.33585	0.15381	0.24807	0.26242	0.28165	0.28165	0.1899	0.19804	0.4776	0.22726	0.26417	0.24699	0.18029	0.29592	0.20836	0.16734	0.22642	0.22151	0.23186	0.18963	0.28904	0.51529	0.29598	0.31995	0.25391	0.20908	0.33932	0.27341	0.23914	0.26042	0.21398	0.1724	0.12438	0.2555	0.22841	0.20965	0.2872	0.25804	0.15073	0.13084	0.24169	0.21694	0.14816	0.26463	0.20629	0.29247	0.23514
ETS2	0.08883	0.06951	0.07723	0.07969	0.09871	0.10302	0.05387	0.09149	0.07319	0.08049	0.04023	0.08828	0.07499	0.07426	0.07397	0.0577	0.05794	0.08029	0.11648	0.08757	0.09028	0.07179	0.05638	0.07353	0.06259	0.05103	0.06141	0.09276	0.06063	0.08967	0.0704	0.07614	0.10375	0.09879	0.07466	0.0495	0.06673	0.04444	0.07821	0.06235	0.08581	0.17598	0.10944	0.05589	0.0769	0.07506	0.02432	0.04408	0.06657	0.05767	0.06374	0.05836	0.07009	0.03242	0.05402	0.05111	0.04694	0.05771	0.04991	0.07369	0.02864	0.05186	0.04667	0.06453	0.21925	0.08165	0.06322	0.05062	0.07416	0.09108	0.06895	0.07127	0.04903	0.05067	0.13709	0.60225	0.06293	0.06961	0.06087	0.06148	0.04534	0.09492	0.11408	0.05524	0.06409	0.04584	0.05825	0.0606	0.13661	0.05313	0.06053	0.04095	0.049	0.03944
ETV1	0.12136	0.09832	0.06618	0.1267	0.15065	0.1062	0.07769	0.11179	0.08004	0.20612	0.04906	0.07325	0.06513	0.07604	0.06825	0.08615	0.10441	0.10135	0.14368	0.06377	0.07101	0.10512	0.09788	0.06909	0.05871	0.07877	0.06947	0.08082	0.08119	0.10007	0.12158	0.10673	0.2577	0.07498	0.11407	0.07192	0.28741	0.0688	0.12887	0.07956	0.09164	0.06797	0.07113	0.08476	0.07312	0.07926	0.05943	0.2917	0.29161	0.10519	0.11004	0.3009	0.17696	0.07355	0.04991	0.0445	0.288	0.09441	0.10185	0.38483	0.0431	0.40064	0.08223	0.24677	0.11891	0.23798	0.10242	0.09871	0.03393	0.67495	0.06681	0.16407	0.11851	0.09159	0.29671	0.06035	0.17776	0.21551	0.30141	0.9408	0.03729	0.19247	0.21843	0.11311	0.11261	0.13624	0.14431	0.11434	0.42081	0.03927	0.19693	0.09819	0.0903	0.04291
ETV6	0.20515	0.10397	0.13083	0.1091	0.16884	0.10521	0.0938	0.09506	0.07569	0.09719	0.08597	0.11122	0.1413	0.13455	0.10305	0.0975	0.07183	0.12817	0.11559	0.09161	0.12741	0.12314	0.09995	0.10059	0.10152	0.10465	0.1486	0.11252	0.1849	0.17649	0.1042	0.16663	0.08636	0.18929	0.06119	0.07183	0.12192	0.10172	0.18292	0.18857	0.17652	0.17243	0.1725	0.05636	0.14867	0.089	0.24045	0.24654	0.1077	0.09413	0.14298	0.09551	0.11252	0.1152	0.14602	0.07739	0.09752	0.06832	0.06656	0.07617	0.05556	0.1097	0.07947	0.0722	0.12262	0.08084	0.06112	0.13216	0.04905	0.15873	0.10728	0.08808	0.10689	0.15514	0.13115	0.06965	0.09181	0.1152	0.09237	0.06472	0.14863	0.30797	0.20767	0.10597	0.12496	0.07787	0.09738	0.12019	0.1271	0.08407	0.10712	0.20585	0.13633	0.1568
EVI1	0.16307	0.08714	0.10484	0.09182	0.15769	0.11835	0.06366	0.0796	0.07716	0.14961	0.06171	0.07064	0.06768	0.10522	0.13183	0.08256	0.06414	0.09854	0.21884	0.08083	0.11899	0.09187	0.07023	0.07324	0.04747	0.06763	0.06604	0.06372	0.05581	0.10909	0.08862	0.09559	0.0845	0.19665	0.08405	0.06572	0.09865	0.04724	0.07504	0.09524	0.07201	0.09501	0.10963	0.08091	0.08956	0.07358	0.44826	0.16675	0.12626	0.10064	0.04904	0.09478	0.08954	0.05021	0.09747	0.07124	0.12916	0.07189	0.15685	0.11961	0.03221	0.13	0.08554	0.12571	0.66635	0.11491	0.07	0.06073	0.04673	0.20525	0.06433	0.16825	0.06051	0.15029	0.16201	0.04753	0.12999	0.11749	0.0836	0.07299	0.12287	0.04116	0.13386	0.08224	0.10049	0.17168	0.0898	0.1113	0.2278	0.06985	0.13431	0.04057	0.08271	0.09006
EVI2A	0.87076	0.83446	0.95533	0.90558	0.8554	0.89763	0.84602	0.88244	0.92054	0.80989	0.87474	0.91746	0.92466	0.88762	0.90056	0.89492	0.91296	0.91906	0.88673	0.93587	0.93995	0.92078	0.90442	0.88239	0.88451	0.85315	0.90807	0.89616	0.91421	0.87513	0.91904	0.93574	0.76615	0.92711	0.93411	0.92892	0.7257	0.9208	0.89023	0.89176	0.90089	0.92113	0.94823	0.93027	0.9464	0.91002	0.94063	0.72565	0.80938	0.76748	0.93841	0.82365	0.90334	0.91755	0.8918	0.92751	0.74341	0.94654	0.93773	0.83484	0.9618	0.77301	0.89199	0.87375	0.88992	0.75482	0.91995	0.8944	0.88635	0.82118	0.86065	0.85393	0.92962	0.82936	0.85753	0.8817	0.63398	0.95211	0.90804	0.89159	0.73785	0.8717	0.78876	0.69924	0.89245	0.94295	0.82758	0.88675	0.86081	0.92687	0.84802	0.96226	0.92684	0.94546
EXT1	0.19481	0.13677	0.16093	0.16619	0.18382	0.12087	0.12282	0.16387	0.14526	0.15333	0.15263	0.13111	0.13816	0.14772	0.14613	0.11109	0.11474	0.11216	0.19112	0.21856	0.16712	0.13464	0.12485	0.16521	0.14407	0.13882	0.12075	0.13856	0.122	0.15199	0.13103	0.10831	0.12284	0.17676	0.11464	0.13317	0.14765	0.15361	0.14531	0.14539	0.12156	0.19565	0.1681	0.19884	0.129	0.13972	0.04814	0.22605	0.07795	0.19858	0.11018	0.16104	0.11824	0.11991	0.0801	0.08571	0.12782	0.17374	0.11826	0.13069	0.0461	0.12646	0.14585	0.12029	0.11586	0.11271	0.09866	0.10831	0.02747	0.10922	0.10949	0.15229	0.1239	0.10086	0.13603	0.08534	0.11982	0.16451	0.09825	0.17743	0.13983	0.09143	0.16018	0.18052	0.15946	0.19866	0.12702	0.13564	0.17247	0.08855	0.20156	0.15864	0.17398	0.13183
EYA4	0.16287	0.20885	0.12692	0.19239	0.20171	0.18713	0.11392	0.16332	0.08479	0.19553	0.1501	0.15925	0.10956	0.10537	0.14581	0.14692	0.18384	0.1776	0.15665	0.17665	0.17202	0.16796	0.19866	0.10733	0.45485	0.14	0.12767	0.15095	0.14649	0.07903	0.21024	0.13466	0.27613	0.14783	0.16876	0.14816	0.22604	0.13564	0.23086	0.19697	0.18701	0.14803	0.11936	0.15674	0.16999	0.13102	0.04278	0.30022	0.58129	0.26594	0.12283	0.23747	0.16134	0.13391	0.18417	0.90095	0.25858	0.85606	0.22108	0.19966	0.17252	0.28923	0.21708	0.37626	0.17641	0.33923	0.86643	0.11437	0.0534	0.5476	0.5527	0.54459	0.12351	0.13102	0.22243	0.37032	0.62404	0.42706	0.24971	0.07117	0.78674	0.19852	0.23605	0.11704	0.17199	0.38051	0.18272	0.76695	0.46764	0.16957	0.16064	0.1698	0.09517	0.38929
